season_id,season_name,season_year,team_id,team_name,matches_played,wins,draws,losses,total_points,points_per_game,goals_for,goals_against,goal_difference,goals_per_game,goals_conceded_per_game,clean_sheets,clean_sheet_percentage,total_xg,xg_per_game,xg_difference,xg_diff_per_game,total_big_chances_created,big_chances_created_per_game,total_big_chances_missed,big_chances_missed_per_game,total_shots,shots_per_game,total_shots_on_target,shots_on_target_per_game,total_shots_inside_box,shots_inside_box_per_game,total_shots_outside_box,shots_outside_box_per_game,total_corners,corners_per_game,avg_dribbles_success_pct,total_hit_woodwork,total_saves,saves_per_game,total_tackles,tackles_per_game,avg_tackles_won_pct,total_interceptions,interceptions_per_game,total_clearances,clearances_per_game,total_blocked_shots,blocked_shots_per_game,total_ball_recoveries,ball_recoveries_per_game,avg_aerial_duels_pct,avg_ground_duels_pct,avg_duels_won_pct,total_errors_lead_to_goal,total_errors_lead_to_shot,avg_possession_pct,total_accurate_passes,total_passes,pass_accuracy_pct,accurate_passes_per_game,total_passes_per_game,total_accurate_long_balls,accurate_long_balls_per_game,total_accurate_crosses,accurate_crosses_per_game,total_final_third_entries,final_third_entries_per_game,total_touches_in_box_possession,touches_in_box_per_game_possession,total_dispossessed,dispossessed_per_game,total_yellow_cards,yellow_cards_per_game,total_red_cards,total_fouls,fouls_per_game,total_offsides,offsides_per_game,total_free_kicks,free_kicks_per_game,last_5_results,points_last_5,wins_last_5,draws_last_5,losses_last_5,goals_for_last_5,goals_against_last_5,halftime_leading_count,halftime_leading_wins,halftime_leading_win_pct,conceded_first_count,points_after_conceding_first,points_pct_after_conceding_first
37062,Ekstraklasa 21/22,21/22,7918,Piast Gliwice,32,14,9,9,51,1.59,41,34,7,1.28,1.06,10,31.3,0,0.00,41.00,1.28,54,1.69,27,0.84,379,11.84,115,3.59,249,7.78,130,4.06,143,4.47,6.1,8,79,2.47,492,15.38,9.0,393,12.28,711,22.22,94,2.94,0,0.00,17.7,35.4,51.2,0,0,47.1,9764,12795,76.3,305.1,399.8,857,26.78,167,5.22,1781,55.66,0,0.00,250,7.81,49,1.53,0,397,12.41,57,1.78,463,14.47,LDDDW,6,1,3,1,8,6,9,5,55.6,22,31,47.0
37062,Ekstraklasa 21/22,21/22,3122,Wisła Płock,33,15,3,15,48,1.45,48,50,-2,1.45,1.52,9,27.3,0,0.00,48.00,1.45,47,1.42,20,0.61,371,11.24,132,4.00,242,7.33,129,3.91,164,4.97,7.7,5,127,3.85,547,16.58,10.0,364,11.03,689,20.88,103,3.12,0,0.00,15.8,38.5,49.4,0,0,50.5,10120,13356,75.8,306.7,404.7,861,26.09,138,4.18,1664,50.42,0,0.00,277,8.39,93,2.82,5,487,14.76,46,1.39,479,14.52,WLDLD,5,1,2,2,7,10,14,9,64.3,24,19,26.4
37062,Ekstraklasa 21/22,21/22,7295,Radomiak Radom,33,11,14,8,47,1.42,42,40,2,1.27,1.21,8,24.2,0,0.00,42.00,1.27,64,1.94,35,1.06,464,14.06,135,4.09,294,8.91,170,5.15,178,5.39,8.2,14,88,2.67,514,15.58,9.7,291,8.82,603,18.27,137,4.15,0,0.00,19.2,38.4,51.0,0,0,48.5,9115,12173,74.9,276.2,368.9,962,29.15,142,4.30,1835,55.61,0,0.00,301,9.12,71,2.15,4,449,13.61,51,1.55,487,14.76,WWDWD,11,3,2,0,6,10,12,6,50.0,25,31,41.3
37062,Ekstraklasa 21/22,21/22,3110,Górnik Zabrze,32,13,8,11,47,1.47,54,50,4,1.69,1.56,6,18.8,0,0.00,54.00,1.69,79,2.47,49,1.53,465,14.53,161,5.03,282,8.81,183,5.72,170,5.31,7.4,16,81,2.53,487,15.22,8.7,426,13.31,566,17.69,117,3.66,0,0.00,15.2,34.5,50.9,0,0,51.8,10945,14285,76.6,342.0,446.4,1072,33.50,115,3.59,1837,57.41,0,0.00,231,7.22,64,2.00,1,415,12.97,58,1.81,386,12.06,DWLLD,5,1,2,2,15,12,8,4,50.0,26,28,35.9
37062,Ekstraklasa 21/22,21/22,4901,Cracovia,33,12,9,12,45,1.36,39,41,-2,1.18,1.24,10,30.3,0,0.00,39.00,1.18,46,1.39,32,0.97,416,12.61,128,3.88,245,7.42,171,5.18,169,5.12,6.4,10,79,2.39,567,17.18,10.2,347,10.52,677,20.52,108,3.27,0,0.00,16.8,36.8,50.2,0,0,49.1,9196,12436,73.9,278.7,376.8,913,27.67,162,4.91,1815,55.00,0,0.00,228,6.91,71,2.15,2,499,15.12,81,2.45,444,13.45,LWWLD,7,2,1,2,5,4,8,4,50.0,23,20,29.0
37062,Ekstraklasa 21/22,21/22,7922,Warta Poznań,33,11,8,14,41,1.24,33,36,-3,1.00,1.09,10,30.3,0,0.00,33.00,1.00,66,2.00,44,1.33,354,10.73,114,3.45,225,6.82,129,3.91,142,4.30,6.8,14,86,2.61,508,15.39,9.9,426,12.91,721,21.85,97,2.94,0,0.00,17.1,34.8,48.4,0,0,42.5,8430,11638,72.4,255.5,352.7,786,23.82,112,3.39,1743,52.82,0,0.00,247,7.48,68,2.06,2,514,15.58,58,1.76,428,12.97,DDDDL,4,0,4,1,7,7,7,1,14.3,23,22,31.9
37062,Ekstraklasa 21/22,21/22,3106,Legia Warszawa,33,12,4,17,40,1.21,45,48,-3,1.36,1.45,7,21.2,0,0.00,45.00,1.36,61,1.85,37,1.12,453,13.73,146,4.42,283,8.58,170,5.15,207,6.27,8.7,14,91,2.76,556,16.85,10.2,418,12.67,482,14.61,127,3.85,0,0.00,16.7,40.3,51.6,0,0,55.9,12522,15606,80.2,379.5,472.9,882,26.73,198,6.00,2032,61.58,0,0.00,276,8.36,94,2.85,5,493,14.94,44,1.33,496,15.03,WWWLL,9,3,0,2,12,10,10,8,80.0,26,32,41.0
37062,Ekstraklasa 21/22,21/22,7691,Jagiellonia Białystok,33,9,12,12,39,1.18,38,49,-11,1.15,1.48,7,21.2,0,0.00,38.00,1.15,43,1.30,25,0.76,410,12.42,136,4.12,249,7.55,161,4.88,170,5.15,7.2,7,74,2.24,565,17.12,10.5,428,12.97,637,19.30,106,3.21,0,0.00,16.2,36.2,49.7,0,0,48.3,10283,13404,76.7,311.6,406.2,795,24.09,149,4.52,1797,54.45,0,0.00,256,7.76,85,2.58,3,512,15.52,72,2.18,395,11.97,DLWLL,4,1,1,3,5,5,2,2,100.0,26,24,30.8
37062,Ekstraklasa 21/22,21/22,38732,Stal Mielec,32,9,9,14,36,1.13,38,49,-11,1.19,1.53,6,18.8,0,0.00,38.00,1.19,51,1.59,28,0.88,350,10.94,116,3.63,201,6.28,149,4.66,140,4.38,6.1,7,110,3.44,398,12.44,7.5,422,13.19,719,22.47,88,2.75,0,0.00,15.4,34.3,51.6,0,0,45.3,8863,11888,74.6,277.0,371.5,805,25.16,106,3.31,1576,49.25,0,0.00,246,7.69,75,2.34,3,366,11.44,53,1.66,523,16.34,LLLWL,3,1,0,4,6,11,12,8,66.7,26,30,38.5
37062,Ekstraklasa 21/22,21/22,3113,Zagłębie Lubin,32,10,5,17,35,1.09,40,55,-15,1.25,1.72,8,25.0,0,0.00,40.00,1.25,52,1.63,32,1.00,450,14.06,127,3.97,240,7.50,210,6.56,170,5.31,8.7,7,119,3.72,486,15.19,8.6,342,10.69,722,22.56,128,4.00,0,0.00,16.2,34.6,47.4,0,0,48.8,9663,12756,75.8,302.0,398.6,697,21.78,155,4.84,1781,55.66,0,0.00,279,8.72,82,2.56,4,473,14.78,46,1.44,348,10.88,LWDLD,5,1,2,2,12,9,6,1,16.7,24,20,27.8
37062,Ekstraklasa 21/22,21/22,3108,Śląsk Wrocław,33,7,13,13,34,1.03,40,50,-10,1.21,1.52,5,15.2,0,0.00,40.00,1.21,55,1.67,33,1.00,441,13.36,142,4.30,227,6.88,214,6.48,154,4.67,8.6,14,108,3.27,510,15.45,9.5,386,11.70,630,19.09,117,3.55,0,0.00,15.1,36.5,49.6,0,0,48.3,10392,13578,76.5,314.9,411.5,855,25.91,139,4.21,1856,56.24,0,0.00,286,8.67,71,2.15,5,455,13.79,63,1.91,420,12.73,DWLWD,8,2,2,1,6,11,10,3,30.0,28,33,39.3
37062,Ekstraklasa 21/22,21/22,36851,Bruk-Bet Termalica Nieciecza,33,7,10,16,31,0.94,35,55,-20,1.06,1.67,5,15.2,0,0.00,35.00,1.06,56,1.70,33,1.00,417,12.64,117,3.55,258,7.82,159,4.82,164,4.97,6.2,15,126,3.82,434,13.15,7.9,392,11.88,649,19.67,110,3.33,0,0.00,15.3,33.4,51.7,0,0,51.8,10169,13225,76.9,308.2,400.8,923,27.97,164,4.97,1848,56.00,0,0.00,230,6.97,78,2.36,1,432,13.09,56,1.70,472,14.30,WDWWD,11,3,2,0,8,4,8,2,25.0,28,32,38.1
37062,Ekstraklasa 21/22,21/22,3111,Wisła Kraków,33,6,10,17,28,0.85,34,54,-20,1.03,1.64,7,21.2,0,0.00,34.00,1.03,47,1.42,33,1.00,426,12.91,129,3.91,252,7.64,174,5.27,166,5.03,7.5,16,119,3.61,540,16.36,9.5,351,10.64,592,17.94,129,3.91,0,0.00,14.4,34.8,47.7,0,0,53.4,11260,14493,77.7,341.2,439.2,951,28.82,127,3.85,1983,60.09,0,0.00,268,8.12,65,1.97,3,457,13.85,64,1.94,371,11.24,DLLWD,5,1,2,2,5,9,9,3,33.3,26,23,29.5
37062,Ekstraklasa 21/22,21/22,3125,Górnik Łęczna,32,6,9,17,27,0.84,27,56,-29,0.84,1.75,6,18.8,0,0.00,27.00,0.84,35,1.09,20,0.63,322,10.06,99,3.09,192,6.00,130,4.06,128,4.00,7.4,6,122,3.81,517,16.16,9.0,359,11.22,673,21.03,93,2.91,0,0.00,16.7,36.6,49.2,0,0,44.3,8658,11611,74.6,270.6,362.8,800,25.00,140,4.38,1546,48.31,0,0.00,256,8.00,70,2.19,4,449,14.03,51,1.59,426,13.31,DLLLL,1,0,1,4,4,11,6,1,16.7,26,20,25.6
29222,Ekstraklasa 20/21,20/21,3106,Legia Warszawa,30,19,7,4,64,2.13,48,24,24,1.60,0.80,15,50.0,0,0.00,48.00,1.60,0,0.00,0,0.00,300,10.00,152,5.07,0,0.00,0,0.00,184,6.13,,0,67,2.23,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,57.8,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,54,1.80,0,410,13.67,45,1.50,446,14.87,WWLDD,8,2,2,1,3,0,9,5,55.6,15,27,60.0
29222,Ekstraklasa 20/21,20/21,35268,Raków Częstochowa,30,17,8,5,59,1.97,46,25,21,1.53,0.83,12,40.0,0,0.00,46.00,1.53,0,0.00,0,0.00,286,9.53,148,4.93,0,0.00,0,0.00,179,5.97,,0,70,2.33,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.3,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,57,1.90,2,424,14.13,48,1.60,512,17.07,DWDWW,11,3,2,0,7,1,12,8,66.7,18,30,55.6
29222,Ekstraklasa 20/21,20/21,3117,Pogoń Szczecin,30,15,7,8,52,1.73,36,23,13,1.20,0.77,17,56.7,0,0.00,36.00,1.20,0,0.00,0,0.00,251,8.37,122,4.07,0,0.00,0,0.00,183,6.10,,0,96,3.20,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,55.0,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,58,1.93,2,384,12.80,57,1.90,434,14.47,DWLLW,7,2,1,2,4,6,10,6,60.0,13,6,15.4
29222,Ekstraklasa 20/21,20/21,7922,Warta Poznań,30,13,4,13,43,1.43,33,32,1,1.10,1.07,11,36.7,0,0.00,33.00,1.10,0,0.00,0,0.00,196,6.53,90,3.00,0,0.00,0,0.00,131,4.37,,0,80,2.67,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,44.2,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,42,1.40,2,388,12.93,43,1.43,508,16.93,DDWWD,9,2,3,0,6,6,6,2,33.3,19,19,33.3
29222,Ekstraklasa 20/21,20/21,3108,Śląsk Wrocław,30,11,10,9,43,1.43,36,32,4,1.20,1.07,9,30.0,0,0.00,36.00,1.20,0,0.00,0,0.00,261,8.70,127,4.23,0,0.00,0,0.00,132,4.40,,0,93,3.10,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,48.0,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,49,1.63,3,437,14.57,41,1.37,454,15.13,LDLLW,4,1,1,3,8,8,9,4,44.4,21,21,33.3
29222,Ekstraklasa 20/21,20/21,7913,KS Lechia Gdańsk,30,12,6,12,42,1.40,40,37,3,1.33,1.23,7,23.3,0,0.00,40.00,1.33,0,0.00,0,0.00,243,8.10,109,3.63,0,0.00,0,0.00,159,5.30,,0,116,3.87,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,50.3,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,74,2.47,4,441,14.70,52,1.73,471,15.70,LLDDL,2,0,2,3,5,8,9,3,33.3,23,26,37.7
29222,Ekstraklasa 20/21,20/21,7918,Piast Gliwice,30,11,9,10,42,1.40,39,32,7,1.30,1.07,12,40.0,0,0.00,39.00,1.30,0,0.00,0,0.00,264,8.80,123,4.10,0,0.00,0,0.00,132,4.40,,0,87,2.90,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,51.0,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,53,1.77,0,366,12.20,51,1.70,469,15.63,DLWWD,8,2,2,1,6,7,8,6,75.0,18,20,37.0
29222,Ekstraklasa 20/21,20/21,3113,Zagłębie Lubin,30,11,8,11,41,1.37,38,40,-2,1.27,1.33,7,23.3,0,0.00,38.00,1.27,0,0.00,0,0.00,257,8.57,120,4.00,0,0.00,0,0.00,147,4.90,,0,92,3.07,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,48.4,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,62,2.07,3,396,13.20,52,1.73,446,14.87,LLWLW,6,2,0,3,7,8,7,1,14.3,23,20,29.0
29222,Ekstraklasa 20/21,20/21,4901,Cracovia,30,8,13,9,37,1.23,28,32,-4,0.93,1.07,9,30.0,0,0.00,28.00,0.93,0,0.00,0,0.00,217,7.23,99,3.30,0,0.00,0,0.00,130,4.33,,0,91,3.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,47.8,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,71,2.37,5,461,15.37,44,1.47,474,15.80,DWWWW,13,4,1,0,3,2,7,5,71.4,21,25,39.7
29222,Ekstraklasa 20/21,20/21,7691,Jagiellonia Białystok,30,10,7,13,37,1.23,39,48,-9,1.30,1.60,4,13.3,0,0.00,39.00,1.30,0,0.00,0,0.00,243,8.10,123,4.10,0,0.00,0,0.00,131,4.37,,0,106,3.53,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,47.6,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,65,2.17,5,420,14.00,44,1.47,444,14.80,WLLLL,3,1,0,4,6,9,8,5,62.5,26,27,34.6
29222,Ekstraklasa 20/21,20/21,3121,Lech Poznań,30,9,10,11,37,1.23,39,38,1,1.30,1.27,9,30.0,0,0.00,39.00,1.30,0,0.00,0,0.00,304,10.13,151,5.03,0,0.00,0,0.00,200,6.67,,0,97,3.23,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,56.6,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,53,1.77,0,393,13.10,44,1.47,423,14.10,LDDLW,5,1,2,2,7,5,9,2,22.2,21,16,25.4
29222,Ekstraklasa 20/21,20/21,3110,Górnik Zabrze,30,10,7,13,37,1.23,31,33,-2,1.03,1.10,9,30.0,0,0.00,31.00,1.03,0,0.00,0,0.00,276,9.20,133,4.43,0,0.00,0,0.00,169,5.63,,0,76,2.53,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,51.9,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,65,2.17,0,423,14.10,31,1.03,452,15.07,WWLDL,7,2,1,2,4,6,8,3,37.5,21,22,34.9
29222,Ekstraklasa 20/21,20/21,3111,Wisła Kraków,30,8,9,13,33,1.10,39,42,-3,1.30,1.40,9,30.0,0,0.00,39.00,1.30,0,0.00,0,0.00,256,8.53,133,4.43,0,0.00,0,0.00,184,6.13,,0,102,3.40,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.7,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,80,2.67,1,429,14.30,53,1.77,478,15.93,DDWLL,5,1,2,2,5,8,7,2,28.6,21,29,46.0
29222,Ekstraklasa 20/21,20/21,3122,Wisła Płock,30,8,9,13,33,1.10,37,44,-7,1.23,1.47,9,30.0,0,0.00,37.00,1.23,0,0.00,0,0.00,230,7.67,119,3.97,0,0.00,0,0.00,145,4.83,,0,78,2.60,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.5,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,59,1.97,1,456,15.20,40,1.33,491,16.37,WWDDL,8,2,2,1,8,5,6,4,66.7,21,22,34.9
29222,Ekstraklasa 20/21,20/21,38732,Stal Mielec,30,6,11,13,29,0.97,31,47,-16,1.03,1.57,5,16.7,0,0.00,31.00,1.03,0,0.00,0,0.00,240,8.00,125,4.17,0,0.00,0,0.00,141,4.70,,0,81,2.70,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,45.5,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,61,2.03,2,368,12.27,40,1.33,442,14.73,WLDDW,8,2,2,1,4,3,5,2,40.0,25,32,42.7
29222,Ekstraklasa 20/21,20/21,7919,Podbeskidzie Bielsko-Biała,30,6,7,17,25,0.83,29,60,-31,0.97,2.00,4,13.3,0,0.00,29.00,0.97,0,0.00,0,0.00,215,7.17,99,3.30,0,0.00,0,0.00,144,4.80,,0,90,3.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,47.6,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,61,2.03,4,446,14.87,46,1.53,430,14.33,LLLWL,3,1,0,4,5,8,8,5,62.5,26,20,25.6
23666,Ekstraklasa 19/20,19/20,3106,Legia Warszawa,37,21,6,10,69,1.86,70,35,35,1.89,0.95,14,37.8,0,0.00,70.00,1.89,0,0.00,0,0.00,444,12.00,230,6.22,0,0.00,0,0.00,208,5.62,,0,91,2.46,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,54.1,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,70,1.89,2,561,15.16,51,1.38,584,15.78,DWWLL,7,2,1,2,5,5,14,10,71.4,23,32,46.4
23666,Ekstraklasa 19/20,19/20,3121,Lech Poznań,37,18,12,7,66,1.78,70,35,35,1.89,0.95,14,37.8,0,0.00,70.00,1.89,0,0.00,0,0.00,429,11.59,226,6.11,0,0.00,0,0.00,245,6.62,,0,120,3.24,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,55.9,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,69,1.86,4,470,12.70,32,0.86,588,15.89,WDWWW,13,4,1,0,13,6,14,8,57.1,23,38,55.1
23666,Ekstraklasa 19/20,19/20,7918,Piast Gliwice,37,18,7,12,61,1.65,41,32,9,1.11,0.86,15,40.5,0,0.00,41.00,1.11,0,0.00,0,0.00,359,9.70,174,4.70,0,0.00,0,0.00,183,4.95,,0,118,3.19,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,48.7,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,52,1.41,4,459,12.41,47,1.27,631,17.05,LLWWW,9,3,0,2,5,3,12,7,58.3,22,21,31.8
23666,Ekstraklasa 19/20,19/20,7913,KS Lechia Gdańsk,37,15,11,11,56,1.51,48,50,-2,1.30,1.35,9,24.3,0,0.00,48.00,1.30,0,0.00,0,0.00,323,8.73,147,3.97,0,0.00,0,0.00,191,5.16,,0,148,4.00,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,48.7,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,91,2.46,5,565,15.27,80,2.16,534,14.43,DLLDD,3,0,3,2,6,8,11,6,54.5,28,36,42.9
23666,Ekstraklasa 19/20,19/20,3108,Śląsk Wrocław,37,14,12,11,54,1.46,51,46,5,1.38,1.24,7,18.9,0,0.00,51.00,1.38,0,0.00,0,0.00,327,8.84,155,4.19,0,0.00,0,0.00,200,5.41,,0,152,4.11,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.3,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,65,1.76,4,557,15.05,46,1.24,537,14.51,DLLLL,1,0,1,4,6,9,12,7,58.3,30,31,34.4
23666,Ekstraklasa 19/20,19/20,3117,Pogoń Szczecin,37,14,12,11,54,1.46,37,39,-2,1.00,1.05,14,37.8,0,0.00,37.00,1.00,0,0.00,0,0.00,352,9.51,158,4.27,0,0.00,0,0.00,176,4.76,,0,141,3.81,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,53.1,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,67,1.81,4,531,14.35,43,1.16,678,18.32,DWWLL,7,2,1,2,8,7,10,3,30.0,23,22,31.9
23666,Ekstraklasa 19/20,19/20,4901,Cracovia,37,16,5,16,53,1.43,49,40,9,1.32,1.08,11,29.7,0,0.00,49.00,1.32,0,0.00,0,0.00,355,9.59,174,4.70,0,0.00,0,0.00,213,5.76,,0,98,2.65,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.5,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,85,2.30,2,557,15.05,48,1.30,655,17.70,WDLDW,8,2,2,1,7,6,9,5,55.6,26,24,30.8
23666,Ekstraklasa 19/20,19/20,35268,Raków Częstochowa,37,16,5,16,53,1.43,51,56,-5,1.38,1.51,9,24.3,0,0.00,51.00,1.38,0,0.00,0,0.00,384,10.38,178,4.81,0,0.00,0,0.00,188,5.08,,0,139,3.76,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,47.4,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,76,2.05,2,577,15.59,57,1.54,629,17.00,WLLDW,7,2,1,2,9,12,13,5,38.5,28,33,39.3
23666,Ekstraklasa 19/20,19/20,3113,Zagłębie Lubin,37,15,8,14,53,1.43,61,53,8,1.65,1.43,7,18.9,0,0.00,61.00,1.65,0,0.00,0,0.00,387,10.46,196,5.30,0,0.00,0,0.00,190,5.14,,0,121,3.27,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,50.9,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,60,1.62,3,542,14.65,59,1.59,566,15.30,DWDDW,9,2,3,0,9,4,14,6,42.9,30,28,31.1
23666,Ekstraklasa 19/20,19/20,3110,Górnik Zabrze,37,14,11,12,53,1.43,51,47,4,1.38,1.27,10,27.0,0,0.00,51.00,1.38,0,0.00,0,0.00,331,8.95,160,4.32,0,0.00,0,0.00,189,5.11,,0,114,3.08,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,45.8,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,74,2.00,2,578,15.62,67,1.81,576,15.57,DDWLD,6,1,3,1,6,6,9,5,55.6,27,32,39.5
23666,Ekstraklasa 19/20,19/20,7691,Jagiellonia Białystok,37,14,10,13,52,1.41,48,51,-3,1.30,1.38,11,29.7,0,0.00,48.00,1.30,0,0.00,0,0.00,359,9.70,173,4.68,0,0.00,0,0.00,223,6.03,,0,109,2.95,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,50.3,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,86,2.32,4,503,13.59,63,1.70,654,17.68,LWLWD,7,2,1,2,5,11,13,4,30.8,26,34,43.6
23666,Ekstraklasa 19/20,19/20,3122,Wisła Płock,37,14,9,14,51,1.38,45,54,-9,1.22,1.46,8,21.6,0,0.00,45.00,1.22,0,0.00,0,0.00,315,8.51,152,4.11,0,0.00,0,0.00,190,5.14,,0,112,3.03,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,48.8,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,72,1.95,0,570,15.41,51,1.38,731,19.76,LWDWW,10,3,1,1,8,3,12,7,58.3,29,39,44.8
23666,Ekstraklasa 19/20,19/20,3111,Wisła Kraków,37,13,6,18,45,1.22,44,56,-12,1.19,1.51,11,29.7,0,0.00,44.00,1.19,0,0.00,0,0.00,306,8.27,143,3.86,0,0.00,0,0.00,176,4.76,,0,126,3.41,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,51.1,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,83,2.24,5,583,15.76,66,1.78,569,15.38,DLLDD,3,0,3,2,5,6,10,7,70.0,26,18,23.1
23666,Ekstraklasa 19/20,19/20,5064,MZKS Arka Gdynia,37,10,10,17,40,1.08,39,57,-18,1.05,1.54,8,21.6,0,0.00,39.00,1.05,0,0.00,0,0.00,319,8.62,151,4.08,0,0.00,0,0.00,150,4.05,,0,171,4.62,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,45.7,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,84,2.27,3,646,17.46,59,1.59,575,15.54,DDWWL,8,2,2,1,8,8,8,4,50.0,29,27,31.0
23666,Ekstraklasa 19/20,19/20,5065,MKS Korona Kielce,37,9,8,20,35,0.95,29,48,-19,0.78,1.30,11,29.7,0,0.00,29.00,0.78,0,0.00,0,0.00,345,9.32,163,4.41,0,0.00,0,0.00,188,5.08,,0,124,3.35,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,49.0,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,95,2.57,7,684,18.49,60,1.62,630,17.03,WLWLL,6,2,0,3,6,7,7,5,71.4,26,19,24.4
23666,Ekstraklasa 19/20,19/20,3123,ŁKS Łódź,37,6,6,25,24,0.65,33,68,-35,0.89,1.84,5,13.5,0,0.00,33.00,0.89,0,0.00,0,0.00,354,9.57,162,4.38,0,0.00,0,0.00,178,4.81,,0,132,3.57,0,0.00,,0,0.00,0,0.00,0,0.00,0,0.00,,,,0,0,51.7,0,0,,0.0,0.0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,89,2.41,4,580,15.68,41,1.11,699,18.89,LWLDL,4,1,1,3,6,11,7,4,57.1,32,29,30.2
