team_id_1,team_id_2,team_1_name,team_2_name,total_matches,team_1_wins,draws,team_2_wins,team_1_goals,team_2_goals,team_1_avg_goals,team_2_avg_goals,last_meeting_date,last_5_results
3111,3125,Wisła Kraków,Górnik Łęczna,9,4,3,2,14,9,1.56,1.00,2022-02-21,X (0-0) | 1 (3-1) | 2 (1-3) | 1 (3-2) | 1 (3-0)
3125,4901,Górnik Łęczna,Cracovia,9,4,3,2,10,7,1.11,0.78,2021-12-12,1 (2-0) | 1 (3-0) | X (1-1) | X (0-0) | X (0-0)
3105,5064,Ruch Chorzów,MZKS Arka Gdynia,9,4,3,2,10,7,1.11,0.78,2017-05-27,X (1-1) | 2 (1-2) | 2 (0-3) | 1 (2-0) | X (0-0)
3128,7918,GKS Bełchatów,Piast Gliwice,9,2,2,5,10,17,1.11,1.89,2015-05-19,2 (3-6) | 2 (1-3) | X (0-0) | 1 (3-2) | 2 (1-3)
3110,7295,Górnik Zabrze,Radomiak Radom,8,3,3,2,9,9,1.13,1.13,2025-11-28,2 (0-4) | 1 (3-2) | 1 (2-1) | X (1-1) | X (0-0)
3110,36851,Górnik Zabrze,Bruk-Bet Termalica Nieciecza,8,2,3,3,8,10,1.00,1.25,2025-08-08,2 (0-1) | X (1-1) | 2 (1-3) | 1 (3-0) | 1 (2-1)
7295,38732,Radomiak Radom,Stal Mielec,8,2,3,3,8,10,1.00,1.25,2025-05-16,X (2-2) | 2 (1-2) | 1 (2-1) | 2 (0-2) | 1 (1-0)
7913,38732,KS Lechia Gdańsk,Stal Mielec,8,5,2,1,16,11,2.00,1.38,2025-04-14,1 (3-2) | 2 (1-2) | X (0-0) | 1 (1-0) | 1 (3-2)
7918,38732,Piast Gliwice,Stal Mielec,8,4,2,2,16,9,2.00,1.13,2025-02-21,X (2-2) | 2 (0-2) | 1 (3-0) | 1 (2-0) | 1 (4-0)
3108,7295,Śląsk Wrocław,Radomiak Radom,8,2,3,3,6,7,0.75,0.88,2025-02-08,X (1-1) | 2 (1-2) | 1 (2-0) | 1 (1-0) | 2 (0-1)
7691,7922,Jagiellonia Białystok,Warta Poznań,8,4,2,2,14,11,1.75,1.38,2024-05-25,1 (3-0) | 1 (2-1) | 1 (3-1) | 2 (0-2) | X (1-1)
3106,7922,Legia Warszawa,Warta Poznań,8,5,1,2,12,6,1.50,0.75,2024-05-19,1 (1-0) | X (2-2) | 2 (0-1) | 1 (1-0) | 2 (0-1)
3108,3123,Śląsk Wrocław,ŁKS Łódź,8,7,1,0,18,3,2.25,0.38,2024-05-04,1 (2-1) | 1 (2-1) | 1 (4-0) | 1 (1-0) | 1 (2-1)
7918,7922,Piast Gliwice,Warta Poznań,8,2,3,3,7,8,0.88,1.00,2024-04-26,1 (2-0) | X (1-1) | X (1-1) | 2 (0-2) | 1 (3-2)
7922,38732,Warta Poznań,Stal Mielec,8,4,3,1,9,4,1.13,0.50,2024-04-22,1 (5-2) | 1 (1-0) | 2 (0-1) | X (1-1) | 1 (1-0)
3121,3123,Lech Poznań,ŁKS Łódź,8,7,1,0,23,5,2.88,0.63,2024-04-21,1 (3-2) | 1 (3-1) | 1 (2-0) | 1 (2-1) | 1 (4-0)
3123,4901,ŁKS Łódź,Cracovia,8,4,2,2,12,12,1.50,1.50,2024-04-05,X (2-2) | 2 (0-2) | 1 (1-0) | 1 (2-1) | X (2-2)
3113,7922,Zagłębie Lubin,Warta Poznań,8,3,3,2,7,8,0.88,1.00,2024-04-02,X (1-1) | 1 (1-0) | X (0-0) | X (2-2) | 2 (0-4)
3123,7691,ŁKS Łódź,Jagiellonia Białystok,8,1,2,5,5,20,0.63,2.50,2024-03-30,2 (0-6) | X (2-2) | 2 (0-3) | 2 (0-2) | 2 (1-2)
3121,7922,Lech Poznań,Warta Poznań,8,8,0,0,14,2,1.75,0.25,2024-03-15,1 (2-0) | 1 (2-0) | 1 (2-0) | 1 (1-0) | 1 (2-1)
4901,7922,Cracovia,Warta Poznań,8,1,2,5,2,6,0.25,0.75,2024-03-01,2 (0-1) | X (0-0) | X (0-0) | 2 (0-2) | 2 (0-1)
3121,3125,Lech Poznań,Górnik Łęczna,8,5,3,0,12,4,1.50,0.50,2022-04-20,1 (3-0) | X (1-1) | X (0-0) | 1 (2-1) | 1 (1-0)
3117,3125,Pogoń Szczecin,Górnik Łęczna,8,3,3,2,16,11,2.00,1.38,2022-04-02,1 (4-0) | 1 (4-1) | X (2-2) | X (1-1) | 1 (3-2)
3125,7913,Górnik Łęczna,KS Lechia Gdańsk,8,1,1,6,6,18,0.75,2.25,2022-03-19,2 (0-2) | 2 (0-4) | 2 (0-3) | 2 (1-2) | 1 (3-1)
3106,3125,Legia Warszawa,Górnik Łęczna,8,6,0,2,19,6,2.38,0.75,2022-03-11,1 (1-0) | 1 (3-1) | 1 (5-0) | 2 (0-1) | 1 (2-1)
3125,5065,Górnik Łęczna,MKS Korona Kielce,8,5,1,2,15,8,1.88,1.00,2017-03-03,2 (1-2) | 1 (4-0) | X (1-1) | 1 (3-2) | 1 (2-0)
3111,3115,Wisła Kraków,Widzew Łódź,8,6,1,1,12,4,1.50,0.50,2014-04-05,2 (1-2) | 1 (3-0) | 1 (1-0) | 1 (2-1) | 1 (1-0)
3113,3119,Zagłębie Lubin,Polonia Warszawa,8,6,1,1,11,2,1.38,0.25,2013-05-27,X (0-0) | 1 (1-0) | 1 (4-0) | 1 (1-0) | 1 (1-0)
3113,3128,Zagłębie Lubin,GKS Bełchatów,8,3,3,2,12,9,1.50,1.13,2013-05-19,2 (2-3) | 1 (1-0) | X (1-1) | 2 (1-2) | 1 (2-0)
3110,3119,Górnik Zabrze,Polonia Warszawa,8,1,3,4,3,11,0.38,1.38,2013-05-18,2 (0-4) | X (1-1) | 1 (1-0) | X (1-1) | X (0-0)
3119,5065,Polonia Warszawa,MKS Korona Kielce,8,2,3,3,8,13,1.00,1.63,2013-05-03,X (1-1) | 1 (2-0) | 2 (0-3) | X (0-0) | 1 (3-1)
3119,4901,Polonia Warszawa,Cracovia,8,3,2,3,9,8,1.13,1.00,2012-04-16,1 (2-1) | X (0-0) | 2 (1-3) | 1 (3-0) | 1 (2-1)
3121,7295,Lech Poznań,Radomiak Radom,7,3,3,1,13,9,1.86,1.29,2025-11-23,1 (4-1) | X (2-2) | 1 (2-1) | X (2-2) | X (1-1)
7295,7913,Radomiak Radom,KS Lechia Gdańsk,7,5,1,1,15,7,2.14,1.00,2025-11-03,1 (2-1) | 1 (2-1) | 2 (0-1) | 1 (3-1) | 1 (4-1)
3122,36851,Wisła Płock,Bruk-Bet Termalica Nieciecza,7,4,2,1,8,4,1.14,0.57,2025-10-20,1 (3-1) | 2 (0-1) | X (1-1) | 1 (2-1) | 1 (1-0)
3115,7295,Widzew Łódź,Radomiak Radom,7,3,1,3,12,15,1.71,2.14,2025-10-17,1 (3-2) | X (1-1) | 1 (3-2) | 1 (3-1) | 2 (0-3)
3115,35268,Widzew Łódź,Raków Częstochowa,7,0,2,5,4,10,0.57,1.43,2025-09-28,2 (0-1) | 2 (1-2) | 2 (2-3) | 2 (0-1) | X (1-1)
5065,7295,MKS Korona Kielce,Radomiak Radom,7,4,1,2,13,9,1.86,1.29,2025-08-08,1 (3-0) | 2 (1-3) | 2 (0-4) | 1 (4-0) | X (1-1)
3113,3123,Zagłębie Lubin,ŁKS Łódź,7,6,0,1,14,7,2.00,1.00,2024-05-20,1 (2-1) | 1 (2-0) | 1 (1-0) | 2 (2-3) | 1 (3-1)
3108,7922,Śląsk Wrocław,Warta Poznań,7,4,0,3,10,11,1.43,1.57,2024-04-06,1 (2-1) | 1 (1-0) | 2 (1-3) | 2 (0-2) | 2 (1-2)
3123,5065,ŁKS Łódź,MKS Korona Kielce,7,3,0,4,9,9,1.29,1.29,2024-02-12,2 (1-2) | 1 (2-1) | 2 (0-2) | 2 (0-1) | 1 (4-1)
7922,35268,Warta Poznań,Raków Częstochowa,7,1,2,4,5,12,0.71,1.71,2024-02-11,1 (2-1) | X (2-2) | X (1-1) | 2 (0-2) | 2 (0-3)
3110,7922,Górnik Zabrze,Warta Poznań,7,4,1,2,9,4,1.29,0.57,2023-12-15,1 (3-0) | 1 (2-0) | X (0-0) | 2 (1-2) | 1 (1-0)
3106,3123,Legia Warszawa,ŁKS Łódź,7,5,2,0,13,5,1.86,0.71,2023-12-10,X (1-1) | 1 (3-1) | 1 (3-2) | 1 (2-0) | 1 (3-1)
3117,7922,Pogoń Szczecin,Warta Poznań,7,3,4,0,13,9,1.86,1.29,2023-12-08,X (3-3) | 1 (3-1) | 1 (2-1) | X (1-1) | X (1-1)
3110,3125,Górnik Zabrze,Górnik Łęczna,7,4,2,1,11,6,1.57,0.86,2022-05-15,1 (4-2) | 1 (2-1) | X (0-0) | X (1-1) | 2 (1-2)
3125,36851,Górnik Łęczna,Bruk-Bet Termalica Nieciecza,7,2,3,2,10,7,1.43,1.00,2022-05-09,X (1-1) | X (1-1) | 1 (3-0) | 2 (1-2) | 1 (2-0)
3111,35268,Wisła Kraków,Raków Częstochowa,7,1,1,5,6,12,0.86,1.71,2022-02-06,2 (0-2) | 2 (1-2) | 2 (1-2) | X (0-0) | 2 (1-3)
3111,3123,Wisła Kraków,ŁKS Łódź,7,6,1,0,19,6,2.71,0.86,2020-07-03,1 (2-1) | 1 (4-2) | 1 (4-0) | 1 (3-2) | 1 (2-1)
3105,3125,Ruch Chorzów,Górnik Łęczna,7,4,1,2,13,8,1.86,1.14,2017-06-02,X (2-2) | 1 (4-0) | 1 (2-1) | 1 (3-0) | 1 (1-0)
3128,7919,GKS Bełchatów,Podbeskidzie Bielsko-Biała,7,2,2,3,11,8,1.57,1.14,2015-05-16,2 (0-2) | 2 (1-2) | X (1-1) | X (1-1) | 1 (2-1)
3115,7919,Widzew Łódź,Podbeskidzie Bielsko-Biała,7,0,3,4,4,10,0.57,1.43,2014-05-22,2 (0-3) | 2 (0-1) | X (1-1) | 2 (1-2) | X (2-2)
5064,36851,MZKS Arka Gdynia,Bruk-Bet Termalica Nieciecza,6,1,1,4,7,10,1.17,1.67,2025-11-21,2 (0-2) | 2 (1-2) | 1 (4-0) | X (1-1) | 2 (1-3)
5065,38732,MKS Korona Kielce,Stal Mielec,6,4,0,2,8,7,1.33,1.17,2025-03-01,1 (1-0) | 1 (2-1) | 1 (1-0) | 1 (3-2) | 2 (1-2)
3123,7918,ŁKS Łódź,Piast Gliwice,6,0,1,5,5,13,0.83,2.17,2024-05-10,2 (0-4) | X (3-3) | 2 (1-2) | 2 (0-1) | 2 (0-1)
7295,7922,Radomiak Radom,Warta Poznań,6,3,1,2,9,9,1.50,1.50,2024-02-26,X (0-0) | 1 (3-2) | 1 (2-1) | 2 (2-3) | 2 (1-3)
3122,38732,Wisła Płock,Stal Mielec,6,1,4,1,8,6,1.33,1.00,2023-05-07,X (0-0) | X (1-1) | 1 (3-0) | 2 (1-2) | X (2-2)
7913,7922,KS Lechia Gdańsk,Warta Poznań,6,3,2,1,6,3,1.00,0.50,2023-03-19,2 (0-2) | X (0-0) | 1 (2-0) | 1 (2-0) | X (1-1)
3113,3125,Zagłębie Lubin,Górnik Łęczna,6,3,2,1,7,3,1.17,0.50,2021-12-19,2 (1-2) | 1 (3-1) | 1 (1-0) | X (0-0) | 1 (2-0)
3123,7913,ŁKS Łódź,KS Lechia Gdańsk,6,1,3,2,4,6,0.67,1.00,2019-11-23,2 (1-3) | X (0-0) | X (0-0) | X (0-0) | 1 (2-1)
3125,7919,Górnik Łęczna,Podbeskidzie Bielsko-Biała,6,1,1,4,6,7,1.00,1.17,2016-05-10,1 (5-1) | 2 (0-2) | 2 (1-2) | 2 (0-1) | X (0-0)
3105,35329,Ruch Chorzów,Zawisza Bydgoszcz,6,4,1,1,12,6,2.00,1.00,2015-06-05,1 (3-2) | 2 (1-2) | X (1-1) | 1 (3-1) | 1 (3-0)
3119,7918,Polonia Warszawa,Piast Gliwice,6,3,2,1,7,4,1.17,0.67,2013-05-30,X (1-1) | X (1-1) | 1 (2-0) | 2 (0-2) | 1 (2-0)
3115,3119,Widzew Łódź,Polonia Warszawa,6,4,1,1,8,6,1.33,1.00,2013-04-08,1 (3-2) | 2 (1-3) | 1 (2-1) | 1 (1-0) | 1 (1-0)
3115,3128,Widzew Łódź,GKS Bełchatów,6,2,3,1,3,2,0.50,0.33,2013-03-09,X (0-0) | 1 (1-0) | 1 (1-0) | X (0-0) | X (1-1)
3106,7692,Legia Warszawa,Polonia Bytom,6,4,0,2,9,3,1.50,0.50,2011-05-29,1 (4-0) | 1 (1-0) | 2 (0-1) | 1 (1-0) | 1 (3-1)
3121,7692,Lech Poznań,Polonia Bytom,6,4,2,0,11,3,1.83,0.50,2011-05-25,1 (2-1) | 1 (1-0) | 1 (3-0) | X (1-1) | 1 (3-0)
5064,7692,MZKS Arka Gdynia,Polonia Bytom,6,1,1,4,7,13,1.17,2.17,2011-05-21,1 (2-1) | 2 (0-2) | X (2-2) | 2 (1-3) | 2 (1-2)
4901,7692,Cracovia,Polonia Bytom,6,2,0,4,5,7,0.83,1.17,2011-05-10,1 (2-1) | 2 (0-1) | 1 (2-1) | 2 (1-2) | 2 (0-1)
3128,5064,GKS Bełchatów,MZKS Arka Gdynia,6,1,2,3,4,7,0.67,1.17,2011-05-08,X (1-1) | 2 (0-1) | 2 (1-2) | 1 (1-0) | X (1-1)
3108,7692,Śląsk Wrocław,Polonia Bytom,6,2,4,0,6,2,1.00,0.33,2011-05-07,X (0-0) | X (0-0) | X (0-0) | 1 (2-1) | 1 (3-0)
7691,7692,Jagiellonia Białystok,Polonia Bytom,6,1,3,2,8,7,1.33,1.17,2011-04-30,2 (2-3) | 1 (3-0) | X (0-0) | X (1-1) | 2 (0-1)
3119,5064,Polonia Warszawa,MZKS Arka Gdynia,6,3,3,0,7,1,1.17,0.17,2011-04-23,1 (4-0) | X (0-0) | 1 (2-1) | X (0-0) | X (0-0)
3119,7692,Polonia Warszawa,Polonia Bytom,6,4,1,1,10,3,1.67,0.50,2011-04-16,1 (2-0) | X (2-2) | 2 (0-1) | 1 (1-0) | 1 (1-0)
3105,7692,Ruch Chorzów,Polonia Bytom,6,4,0,2,8,5,1.33,0.83,2011-04-09,2 (0-2) | 2 (0-1) | 1 (2-1) | 1 (1-0) | 1 (3-0)
3111,7692,Wisła Kraków,Polonia Bytom,6,3,3,0,10,6,1.67,1.00,2011-03-20,X (2-2) | 1 (2-1) | 1 (3-1) | X (1-1) | X (1-1)
7692,7913,Polonia Bytom,KS Lechia Gdańsk,6,2,3,1,7,5,1.17,0.83,2011-03-06,2 (0-2) | X (1-1) | X (0-0) | X (1-1) | 1 (1-0)
3128,7692,GKS Bełchatów,Polonia Bytom,6,3,2,1,10,6,1.67,1.00,2011-02-26,X (1-1) | 1 (2-0) | X (2-2) | 2 (0-1) | 1 (3-1)
3122,7295,Wisła Płock,Radomiak Radom,5,1,3,1,4,5,0.80,1.00,2025-10-27,X (1-1) | X (1-1) | 2 (0-2) | X (1-1) | 1 (1-0)
3115,38732,Widzew Łódź,Stal Mielec,5,3,1,1,6,3,1.20,0.60,2024-12-07,1 (2-1) | X (0-0) | 1 (1-0) | 2 (0-2) | 1 (3-0)
3123,35268,ŁKS Łódź,Raków Częstochowa,5,2,2,1,7,5,1.40,1.00,2024-03-17,X (1-1) | 2 (0-1) | 1 (3-2) | X (1-1) | 1 (2-0)
3105,3123,Ruch Chorzów,ŁKS Łódź,5,3,2,0,10,3,2.00,0.60,2023-12-17,X (1-1) | X (2-2) | 1 (4-0) | 1 (2-0) | 1 (1-0)
3110,35330,Górnik Zabrze,Miedź Legnica,5,2,1,2,5,7,1.00,1.40,2023-05-27,X (0-0) | 2 (0-3) | 1 (1-0) | 2 (1-3) | 1 (3-1)
3108,35330,Śląsk Wrocław,Miedź Legnica,5,3,1,1,11,3,2.20,0.60,2023-05-21,1 (4-2) | 2 (0-1) | 1 (2-0) | X (0-0) | 1 (5-0)
5065,35330,MKS Korona Kielce,Miedź Legnica,5,1,4,0,4,3,0.80,0.60,2023-04-01,1 (1-0) | X (2-2) | X (0-0) | X (0-0) | X (1-1)
3122,7922,Wisła Płock,Warta Poznań,5,2,0,3,4,9,0.80,1.80,2023-03-08,1 (1-0) | 2 (0-3) | 1 (2-1) | 2 (0-2) | 2 (1-3)
3122,35330,Wisła Płock,Miedź Legnica,5,1,1,3,10,10,2.00,2.00,2023-02-19,2 (1-2) | 1 (4-1) | 2 (2-3) | 2 (1-2) | X (2-2)
3122,3125,Wisła Płock,Górnik Łęczna,5,3,0,2,12,10,2.40,2.00,2022-03-06,1 (3-1) | 2 (2-3) | 1 (3-2) | 1 (3-2) | 2 (1-2)
3123,5064,ŁKS Łódź,MZKS Arka Gdynia,5,1,1,3,7,12,1.40,2.40,2020-07-11,2 (2-3) | X (1-1) | 2 (1-4) | 1 (3-0) | 2 (0-4)
7918,35329,Piast Gliwice,Zawisza Bydgoszcz,5,1,2,2,4,9,0.80,1.80,2015-06-02,X (0-0) | 2 (0-2) | 1 (3-0) | 2 (0-6) | X (1-1)
4901,35329,Cracovia,Zawisza Bydgoszcz,5,3,0,2,7,5,1.40,1.00,2015-05-19,1 (3-1) | 1 (3-0) | 1 (1-0) | 2 (0-2) | 2 (0-2)
5065,35329,MKS Korona Kielce,Zawisza Bydgoszcz,5,1,2,2,5,8,1.00,1.60,2015-05-15,2 (1-3) | X (2-2) | 2 (0-2) | X (1-1) | 1 (1-0)
7919,35329,Podbeskidzie Bielsko-Biała,Zawisza Bydgoszcz,5,2,3,0,8,6,1.60,1.20,2015-05-10,X (2-2) | 1 (2-1) | 1 (2-1) | X (0-0) | X (2-2)
3110,35329,Górnik Zabrze,Zawisza Bydgoszcz,5,4,0,1,9,7,1.80,1.40,2015-04-29,1 (2-1) | 1 (2-1) | 1 (1-0) | 2 (1-3) | 1 (3-2)
