team_id,team_name,season_id,season_name,season_year,matches_played,total_goals,goals_per_game,total_xg,xg_per_game,xg_difference,xg_diff_per_game,total_big_chances_created,big_chances_created_per_game,total_big_chances_missed,big_chances_missed_per_game,total_big_chances_scored,big_chances_scored_per_game,total_shots_on_target,shots_on_target_per_game,total_shots_off_target,shots_off_target_per_game,total_blocked_shots,blocked_shots_per_game,total_shots,shots_per_game,total_shots_inside_box,shots_inside_box_per_game,total_shots_outside_box,shots_outside_box_per_game,total_hit_woodwork,total_corners,corners_per_game,avg_dribbles_success_pct,total_touches_in_box,touches_in_box_per_game
7913,KS Lechia Gdańsk,6261,Ekstraklasa 13/14,13/14,37,46,1.24,0,0.00,46.00,1.24,0,0.00,0,0.00,0,0.00,126,3.41,163,4.41,0,0.00,289,7.81,0,0.00,0,0.00,0,136,3.68,,0,0.00
7918,Piast Gliwice,6261,Ekstraklasa 13/14,13/14,37,43,1.16,0,0.00,43.00,1.16,0,0.00,0,0.00,0,0.00,101,2.73,122,3.30,0,0.00,223,6.03,0,0.00,0,0.00,0,118,3.19,,0,0.00
7919,Podbeskidzie Bielsko-Biała,6261,Ekstraklasa 13/14,13/14,37,39,1.05,0,0.00,39.00,1.05,0,0.00,0,0.00,0,0.00,108,2.92,112,3.03,0,0.00,220,5.95,0,0.00,0,0.00,0,143,3.86,,0,0.00
35329,Zawisza Bydgoszcz,6261,Ekstraklasa 13/14,13/14,37,48,1.30,0,0.00,48.00,1.30,0,0.00,0,0.00,0,0.00,131,3.54,122,3.30,0,0.00,253,6.84,0,0.00,0,0.00,0,133,3.59,,0,0.00
3105,Ruch Chorzów,4634,Ekstraklasa 12/13,12/13,30,35,1.17,0,0.00,35.00,1.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3106,Legia Warszawa,4634,Ekstraklasa 12/13,12/13,30,59,1.97,0,0.00,59.00,1.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3108,Śląsk Wrocław,4634,Ekstraklasa 12/13,12/13,30,44,1.47,0,0.00,44.00,1.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3110,Górnik Zabrze,4634,Ekstraklasa 12/13,12/13,30,35,1.17,0,0.00,35.00,1.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3111,Wisła Kraków,4634,Ekstraklasa 12/13,12/13,30,28,0.93,0,0.00,28.00,0.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3113,Zagłębie Lubin,4634,Ekstraklasa 12/13,12/13,30,38,1.27,0,0.00,38.00,1.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3115,Widzew Łódź,4634,Ekstraklasa 12/13,12/13,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3117,Pogoń Szczecin,4634,Ekstraklasa 12/13,12/13,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3119,Polonia Warszawa,4634,Ekstraklasa 12/13,12/13,30,45,1.50,0,0.00,45.00,1.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3121,Lech Poznań,4634,Ekstraklasa 12/13,12/13,30,46,1.53,0,0.00,46.00,1.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3128,GKS Bełchatów,4634,Ekstraklasa 12/13,12/13,30,24,0.80,0,0.00,24.00,0.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5065,MKS Korona Kielce,4634,Ekstraklasa 12/13,12/13,30,32,1.07,0,0.00,32.00,1.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7691,Jagiellonia Białystok,4634,Ekstraklasa 12/13,12/13,30,31,1.03,0,0.00,31.00,1.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7913,KS Lechia Gdańsk,4634,Ekstraklasa 12/13,12/13,30,42,1.40,0,0.00,42.00,1.40,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7918,Piast Gliwice,4634,Ekstraklasa 12/13,12/13,30,41,1.37,0,0.00,41.00,1.37,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7919,Podbeskidzie Bielsko-Biała,4634,Ekstraklasa 12/13,12/13,30,39,1.30,0,0.00,39.00,1.30,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3105,Ruch Chorzów,3411,Ekstraklasa 11/12,11/12,30,44,1.47,0,0.00,44.00,1.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3106,Legia Warszawa,3411,Ekstraklasa 11/12,11/12,30,42,1.40,0,0.00,42.00,1.40,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3108,Śląsk Wrocław,3411,Ekstraklasa 11/12,11/12,30,47,1.57,0,0.00,47.00,1.57,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3110,Górnik Zabrze,3411,Ekstraklasa 11/12,11/12,30,36,1.20,0,0.00,36.00,1.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3111,Wisła Kraków,3411,Ekstraklasa 11/12,11/12,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3113,Zagłębie Lubin,3411,Ekstraklasa 11/12,11/12,30,36,1.20,0,0.00,36.00,1.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3115,Widzew Łódź,3411,Ekstraklasa 11/12,11/12,30,25,0.83,0,0.00,25.00,0.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3119,Polonia Warszawa,3411,Ekstraklasa 11/12,11/12,30,33,1.10,0,0.00,33.00,1.10,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3121,Lech Poznań,3411,Ekstraklasa 11/12,11/12,30,42,1.40,0,0.00,42.00,1.40,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3123,ŁKS Łódź,3411,Ekstraklasa 11/12,11/12,30,23,0.77,0,0.00,23.00,0.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3128,GKS Bełchatów,3411,Ekstraklasa 11/12,11/12,30,34,1.13,0,0.00,34.00,1.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
4901,Cracovia,3411,Ekstraklasa 11/12,11/12,30,20,0.67,0,0.00,20.00,0.67,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5065,MKS Korona Kielce,3411,Ekstraklasa 11/12,11/12,30,34,1.13,0,0.00,34.00,1.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7691,Jagiellonia Białystok,3411,Ekstraklasa 11/12,11/12,30,35,1.17,0,0.00,35.00,1.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7913,KS Lechia Gdańsk,3411,Ekstraklasa 11/12,11/12,30,21,0.70,0,0.00,21.00,0.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7919,Podbeskidzie Bielsko-Biała,3411,Ekstraklasa 11/12,11/12,30,26,0.87,0,0.00,26.00,0.87,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3105,Ruch Chorzów,2737,Ekstraklasa 10/11,10/11,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3106,Legia Warszawa,2737,Ekstraklasa 10/11,10/11,30,45,1.50,0,0.00,45.00,1.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3108,Śląsk Wrocław,2737,Ekstraklasa 10/11,10/11,30,46,1.53,0,0.00,46.00,1.53,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3110,Górnik Zabrze,2737,Ekstraklasa 10/11,10/11,30,36,1.20,0,0.00,36.00,1.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3111,Wisła Kraków,2737,Ekstraklasa 10/11,10/11,30,44,1.47,0,0.00,44.00,1.47,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3113,Zagłębie Lubin,2737,Ekstraklasa 10/11,10/11,30,31,1.03,0,0.00,31.00,1.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3115,Widzew Łódź,2737,Ekstraklasa 10/11,10/11,30,41,1.37,0,0.00,41.00,1.37,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3119,Polonia Warszawa,2737,Ekstraklasa 10/11,10/11,30,41,1.37,0,0.00,41.00,1.37,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3121,Lech Poznań,2737,Ekstraklasa 10/11,10/11,30,37,1.23,0,0.00,37.00,1.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3128,GKS Bełchatów,2737,Ekstraklasa 10/11,10/11,30,31,1.03,0,0.00,31.00,1.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
4901,Cracovia,2737,Ekstraklasa 10/11,10/11,30,37,1.23,0,0.00,37.00,1.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5064,MZKS Arka Gdynia,2737,Ekstraklasa 10/11,10/11,30,22,0.73,0,0.00,22.00,0.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5065,MKS Korona Kielce,2737,Ekstraklasa 10/11,10/11,30,34,1.13,0,0.00,34.00,1.13,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7691,Jagiellonia Białystok,2737,Ekstraklasa 10/11,10/11,30,38,1.27,0,0.00,38.00,1.27,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7692,Polonia Bytom,2737,Ekstraklasa 10/11,10/11,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7913,KS Lechia Gdańsk,2737,Ekstraklasa 10/11,10/11,30,37,1.23,0,0.00,37.00,1.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3105,Ruch Chorzów,2275,Ekstraklasa 09/10,09/10,30,40,1.33,0,0.00,40.00,1.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3106,Legia Warszawa,2275,Ekstraklasa 09/10,09/10,30,36,1.20,0,0.00,36.00,1.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3108,Śląsk Wrocław,2275,Ekstraklasa 09/10,09/10,30,32,1.07,0,0.00,32.00,1.07,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3111,Wisła Kraków,2275,Ekstraklasa 09/10,09/10,30,48,1.60,0,0.00,48.00,1.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3113,Zagłębie Lubin,2275,Ekstraklasa 09/10,09/10,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3114,MKS Odra Wodzisław Śląski,2275,Ekstraklasa 09/10,09/10,30,27,0.90,0,0.00,27.00,0.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3119,Polonia Warszawa,2275,Ekstraklasa 09/10,09/10,30,25,0.83,0,0.00,25.00,0.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3121,Lech Poznań,2275,Ekstraklasa 09/10,09/10,30,51,1.70,0,0.00,51.00,1.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3128,GKS Bełchatów,2275,Ekstraklasa 09/10,09/10,30,37,1.23,0,0.00,37.00,1.23,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
4901,Cracovia,2275,Ekstraklasa 09/10,09/10,30,25,0.83,0,0.00,25.00,0.83,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5064,MZKS Arka Gdynia,2275,Ekstraklasa 09/10,09/10,30,28,0.93,0,0.00,28.00,0.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5065,MKS Korona Kielce,2275,Ekstraklasa 09/10,09/10,30,35,1.17,0,0.00,35.00,1.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7691,Jagiellonia Białystok,2275,Ekstraklasa 09/10,09/10,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7692,Polonia Bytom,2275,Ekstraklasa 09/10,09/10,30,29,0.97,0,0.00,29.00,0.97,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7913,KS Lechia Gdańsk,2275,Ekstraklasa 09/10,09/10,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7918,Piast Gliwice,2275,Ekstraklasa 09/10,09/10,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3105,Ruch Chorzów,1691,Ekstraklasa 08/09,08/09,30,22,0.73,0,0.00,22.00,0.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3106,Legia Warszawa,1691,Ekstraklasa 08/09,08/09,30,52,1.73,0,0.00,52.00,1.73,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3108,Śląsk Wrocław,1691,Ekstraklasa 08/09,08/09,30,40,1.33,0,0.00,40.00,1.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3110,Górnik Zabrze,1691,Ekstraklasa 08/09,08/09,31,20,0.67,0,0.00,20.00,0.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3111,Wisła Kraków,1691,Ekstraklasa 08/09,08/09,30,53,1.77,0,0.00,53.00,1.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3114,MKS Odra Wodzisław Śląski,1691,Ekstraklasa 08/09,08/09,30,23,0.77,0,0.00,23.00,0.77,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3119,Polonia Warszawa,1691,Ekstraklasa 08/09,08/09,30,40,1.33,0,0.00,40.00,1.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3121,Lech Poznań,1691,Ekstraklasa 08/09,08/09,30,51,1.70,0,0.00,51.00,1.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3123,ŁKS Łódź,1691,Ekstraklasa 08/09,08/09,30,27,0.90,0,0.00,27.00,0.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
3128,GKS Bełchatów,1691,Ekstraklasa 08/09,08/09,30,40,1.33,0,0.00,40.00,1.33,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
4901,Cracovia,1691,Ekstraklasa 08/09,08/09,30,24,0.80,0,0.00,24.00,0.80,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
5064,MZKS Arka Gdynia,1691,Ekstraklasa 08/09,08/09,30,27,0.90,0,0.00,27.00,0.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7691,Jagiellonia Białystok,1691,Ekstraklasa 08/09,08/09,30,28,0.93,0,0.00,28.00,0.93,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7692,Polonia Bytom,1691,Ekstraklasa 08/09,08/09,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7913,KS Lechia Gdańsk,1691,Ekstraklasa 08/09,08/09,30,30,1.00,0,0.00,30.00,1.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
7918,Piast Gliwice,1691,Ekstraklasa 08/09,08/09,31,17,0.57,0,0.00,17.00,0.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0.00,,0,0.00
